condition,cos_clean_aug,embedding_drift
noise_snr10,0.7563808179103566,0.2436191820896434
channel_8k,0.4595407797635705,0.5404592202364296
noise_snr10,0.708668820923871,0.29133117907612904
channel_8k,0.47918030140440976,0.5208196985955902
noise_snr10,0.7481762541921799,0.2518237458078201
channel_8k,0.36144490016993336,0.6385550998300666
noise_snr10,0.6860403349936921,0.3139596650063079
channel_8k,0.49781974652288596,0.502180253477114
noise_snr10,0.6926494171495862,0.30735058285041383
channel_8k,0.2713579210325298,0.7286420789674701
noise_snr10,0.8099587478704138,0.19004125212958622
channel_8k,0.38149261093116765,0.6185073890688324
noise_snr10,0.7033236971691585,0.29667630283084145
channel_8k,0.540215193617184,0.45978480638281605
noise_snr10,0.6412474021262731,0.35875259787372693
channel_8k,0.4235114321690462,0.5764885678309538
noise_snr10,0.766975426988228,0.23302457301177204
channel_8k,0.5197938938490718,0.4802061061509282
noise_snr10,0.6770398549086787,0.3229601450913213
channel_8k,0.4118118946126485,0.5881881053873514
noise_snr10,0.7559071412679021,0.24409285873209785
channel_8k,0.4905141840997563,0.5094858159002438
noise_snr10,0.7359434292631853,0.26405657073681466
channel_8k,0.4920984457397211,0.5079015542602789
noise_snr10,0.6882977416826964,0.3117022583173036
channel_8k,0.5273632950498535,0.47263670495014654
noise_snr10,0.6582285492298676,0.3417714507701324
channel_8k,0.4138867515660123,0.5861132484339877
noise_snr10,0.7328561907949045,0.2671438092050955
channel_8k,0.6191760977787782,0.38082390222122176
noise_snr10,0.748178459564146,0.25182154043585403
channel_8k,0.4571093224005953,0.5428906775994047
noise_snr10,0.6790516308590199,0.3209483691409801
channel_8k,0.464821959854115,0.535178040145885
noise_snr10,0.6329852279307069,0.3670147720692931
channel_8k,0.523094827666238,0.47690517233376195
noise_snr10,0.7750744012021121,0.22492559879788787
channel_8k,0.5163840003827298,0.4836159996172702
noise_snr10,0.584292416009714,0.41570758399028596
channel_8k,0.4380733588085678,0.5619266411914322
noise_snr10,0.6886333158294261,0.3113666841705739
channel_8k,0.41219785397319053,0.5878021460268095
noise_snr10,0.7037542215397271,0.2962457784602729
channel_8k,0.3733450359528144,0.6266549640471857
noise_snr10,0.6516272956535268,0.34837270434647316
channel_8k,0.4290302054894374,0.5709697945105626
noise_snr10,0.7032228041898484,0.2967771958101516
channel_8k,0.5198546596040047,0.4801453403959953
noise_snr10,0.7807856589431501,0.2192143410568499
channel_8k,0.592018514436143,0.40798148556385705
noise_snr10,0.6835941415373131,0.3164058584626869
channel_8k,0.5258859343392241,0.47411406566077585
noise_snr10,0.8143116750348313,0.18568832496516874
channel_8k,0.6115774219615314,0.3884225780384686
noise_snr10,0.7072657872045334,0.29273421279546663
channel_8k,0.5655027571394671,0.43449724286053293
noise_snr10,0.8156403001808443,0.18435969981915568
channel_8k,0.6669955584461851,0.3330044415538149
noise_snr10,0.7468422576606668,0.2531577423393332
channel_8k,0.5496118013733888,0.45038819862661117
noise_snr10,0.7231182979751158,0.27688170202488416
channel_8k,0.608970374274379,0.39102962572562106
noise_snr10,0.6225588630503903,0.3774411369496097
channel_8k,0.558274535215593,0.441725464784407
noise_snr10,0.724529139902841,0.27547086009715904
channel_8k,0.5652558747032762,0.4347441252967238
noise_snr10,0.6653898887852491,0.3346101112147509
channel_8k,0.5565062176970353,0.44349378230296466
noise_snr10,0.7881194148001026,0.2118805851998974
channel_8k,0.5785773087446775,0.4214226912553225
noise_snr10,0.7785720019310293,0.22142799806897073
channel_8k,0.5703120854462195,0.4296879145537805
noise_snr10,0.8331041252749158,0.16689587472508416
channel_8k,0.6135173974674262,0.3864826025325738
noise_snr10,0.7106795663504195,0.2893204336495805
channel_8k,0.38189874993722267,0.6181012500627774
noise_snr10,0.7994616428216836,0.20053835717831636
channel_8k,0.587170570412856,0.41282942958714397
noise_snr10,0.7605517430544252,0.2394482569455748
channel_8k,0.5735633315904165,0.4264366684095835
noise_snr10,0.8025104919291187,0.19748950807088128
channel_8k,0.5810689868040563,0.4189310131959437
noise_snr10,0.7354272968794745,0.2645727031205255
channel_8k,0.6449995149246495,0.35500048507535054
noise_snr10,0.7797229212036253,0.2202770787963747
channel_8k,0.6555737582198817,0.34442624178011827
noise_snr10,0.7560589237901189,0.24394107620988115
channel_8k,0.5367015546534313,0.4632984453465687
noise_snr10,0.7851846607597193,0.21481533924028073
channel_8k,0.5821903885796464,0.41780961142035355
noise_snr10,0.7276022957520838,0.2723977042479162
channel_8k,0.6353869970679135,0.36461300293208654
noise_snr10,0.830508223811617,0.16949177618838296
channel_8k,0.654675218155321,0.34532478184467896
noise_snr10,0.7535483761772849,0.24645162382271513
channel_8k,0.559825891618538,0.440174108381462
noise_snr10,0.7520667239322747,0.2479332760677253
channel_8k,0.4934157973906018,0.5065842026093982
noise_snr10,0.6424843008642805,0.35751569913571946
channel_8k,0.4402360276067645,0.5597639723932355
noise_snr10,0.6318396266695798,0.3681603733304202
channel_8k,0.5090455958006573,0.49095440419934266
noise_snr10,0.7694394511526514,0.23056054884734856
channel_8k,0.4795911264144159,0.5204088735855841
noise_snr10,0.7509705945258166,0.2490294054741834
channel_8k,0.473081792630556,0.5269182073694441
noise_snr10,0.6272677494305183,0.37273225056948167
channel_8k,0.45933403863135425,0.5406659613686458
noise_snr10,0.7824786693573316,0.21752133064266843
channel_8k,0.5113756009462721,0.4886243990537279
noise_snr10,0.7517846003565832,0.24821539964341677
channel_8k,0.54515075138443,0.45484924861556997
noise_snr10,0.6464586193288708,0.35354138067112917
channel_8k,0.454228039013933,0.545771960986067
noise_snr10,0.7068169395793626,0.29318306042063735
channel_8k,0.401893695263095,0.5981063047369051
noise_snr10,0.7322281206613033,0.26777187933869673
channel_8k,0.574273699739746,0.42572630026025404
noise_snr10,0.6529943464061272,0.3470056535938728
channel_8k,0.45295595389381377,0.5470440461061863
noise_snr10,0.6810169151869012,0.3189830848130988
channel_8k,0.5381882136885525,0.4618117863114475
noise_snr10,0.6974940645977246,0.30250593540227544
channel_8k,0.4310490363705185,0.5689509636294815
noise_snr10,0.7401074097055543,0.25989259029444567
channel_8k,0.4640930844627679,0.535906915537232
noise_snr10,0.7493458315301318,0.2506541684698682
channel_8k,0.5081356713026155,0.4918643286973845
noise_snr10,0.7515239640423776,0.24847603595762235
channel_8k,0.526023890839322,0.473976109160678
noise_snr10,0.7331170962454893,0.26688290375451074
channel_8k,0.4449081972454066,0.5550918027545935
noise_snr10,0.7224036382914055,0.2775963617085945
channel_8k,0.47310169897844817,0.5268983010215518
noise_snr10,0.7844387085933525,0.21556129140664748
channel_8k,0.4310221628955889,0.5689778371044111
noise_snr10,0.7522433920976223,0.24775660790237775
channel_8k,0.4603219927624941,0.5396780072375059
noise_snr10,0.7231828333051733,0.2768171666948267
channel_8k,0.5497092281272008,0.4502907718727992
noise_snr10,0.7057856846802718,0.2942143153197282
channel_8k,0.4186546760655285,0.5813453239344715
noise_snr10,0.7675238770980156,0.23247612290198438
channel_8k,0.43970458541148794,0.5602954145885121
noise_snr10,0.7295494441480254,0.27045055585197464
channel_8k,0.4331232186305773,0.5668767813694227
noise_snr10,0.666040811198813,0.333959188801187
channel_8k,0.42569630026654076,0.5743036997334592
noise_snr10,0.6671985718763606,0.33280142812363944
channel_8k,0.4440343633594153,0.5559656366405847
noise_snr10,0.6736746959076012,0.3263253040923988
channel_8k,0.42616939118508346,0.5738306088149165
noise_snr10,0.7555204554346027,0.24447954456539733
channel_8k,0.2961723178810198,0.7038276821189802
noise_snr10,0.7162862775393355,0.2837137224606645
channel_8k,0.33425770867935245,0.6657422913206476
noise_snr10,0.6786880233778397,0.32131197662216027
channel_8k,0.23663994433274302,0.763360055667257
noise_snr10,0.5729351923950087,0.4270648076049913
channel_8k,0.4762675998427365,0.5237324001572635
noise_snr10,0.712592535045553,0.287407464954447
channel_8k,0.39819566783816746,0.6018043321618325
noise_snr10,0.8009264389054085,0.1990735610945915
channel_8k,0.5054977190905376,0.49450228090946236
noise_snr10,0.7311933403324755,0.2688066596675245
channel_8k,0.3633572639462966,0.6366427360537035
noise_snr10,0.7571983116961428,0.24280168830385718
channel_8k,0.49206974563086875,0.5079302543691313
noise_snr10,0.7712453526619972,0.22875464733800277
channel_8k,0.3902061542591018,0.6097938457408982
noise_snr10,0.7503663376097937,0.24963366239020635
channel_8k,0.42454360591534457,0.5754563940846554
noise_snr10,0.7653168223451355,0.23468317765486446
channel_8k,0.5061761090205754,0.4938238909794246
noise_snr10,0.7169838138626637,0.28301618613733626
channel_8k,0.3959881499731846,0.6040118500268155
noise_snr10,0.6176906762342871,0.3823093237657129
channel_8k,0.5027235696111311,0.49727643038886893
noise_snr10,0.7197220253497768,0.2802779746502232
channel_8k,0.29551762046935387,0.7044823795306461
noise_snr10,0.7866127881193793,0.2133872118806207
channel_8k,0.4029596051784874,0.5970403948215126
noise_snr10,0.6796469620450831,0.3203530379549169
channel_8k,0.30790407992877644,0.6920959200712236
noise_snr10,0.7154062318786831,0.28459376812131687
channel_8k,0.39118390884221976,0.6088160911577802
noise_snr10,0.7301566962991196,0.2698433037008804
channel_8k,0.46664445926871956,0.5333555407312804
noise_snr10,0.7661727590237583,0.23382724097624175
channel_8k,0.44640507528249807,0.5535949247175019
noise_snr10,0.7562339826300736,0.24376601736992642
channel_8k,0.3200617996634567,0.6799382003365433
noise_snr10,0.7188696025766906,0.28113039742330936
channel_8k,0.555777901813742,0.444222098186258
noise_snr10,0.7864966782655973,0.21350332173440267
channel_8k,0.5378905480955208,0.46210945190447916
noise_snr10,0.6258415294195857,0.3741584705804143
channel_8k,0.5119643174430892,0.48803568255691077
noise_snr10,0.7422639653366072,0.2577360346633928
channel_8k,0.5579724256031371,0.4420275743968629
noise_snr10,0.7465838564233702,0.2534161435766298
channel_8k,0.45253151202665637,0.5474684879733436
noise_snr10,0.7984879533073873,0.2015120466926127
channel_8k,0.5098486479976353,0.4901513520023647
noise_snr10,0.7392848060112353,0.26071519398876475
channel_8k,0.3265123930704779,0.6734876069295221
noise_snr10,0.7658570788721789,0.2341429211278211
channel_8k,0.48739036355136806,0.5126096364486319
noise_snr10,0.8049225726697684,0.1950774273302316
channel_8k,0.3913198307554279,0.608680169244572
noise_snr10,0.8266967349052451,0.1733032650947549
channel_8k,0.5596293488585427,0.44037065114145735
noise_snr10,0.8001485744747218,0.19985142552527824
channel_8k,0.5294125342721849,0.47058746572781507
noise_snr10,0.7843419234996595,0.21565807650034052
channel_8k,0.4914444039791412,0.5085555960208588
noise_snr10,0.7540530936446176,0.2459469063553824
channel_8k,0.519176747326454,0.480823252673546
noise_snr10,0.7712746781469334,0.2287253218530666
channel_8k,0.43924098767683456,0.5607590123231654
noise_snr10,0.5934052165656293,0.4065947834343707
channel_8k,0.4188198405345494,0.5811801594654507
noise_snr10,0.6504721964204949,0.3495278035795051
channel_8k,0.4786380766830404,0.5213619233169595
noise_snr10,0.7586377043342243,0.24136229566577572
channel_8k,0.5453161596741348,0.4546838403258652
noise_snr10,0.7586047573523069,0.24139524264769308
channel_8k,0.41807964026080824,0.5819203597391918
noise_snr10,0.6514021689124615,0.3485978310875385
channel_8k,0.5726612749054063,0.4273387250945937
noise_snr10,0.7461599036941017,0.2538400963058983
channel_8k,0.6118705211487508,0.38812947885124915
noise_snr10,0.8254499844886337,0.17455001551136629
channel_8k,0.5048341700615216,0.49516582993847835
noise_snr10,0.8222484506398202,0.17775154936017978
channel_8k,0.5078437873600692,0.4921562126399308
noise_snr10,0.7380360887156779,0.26196391128432206
channel_8k,0.3954580026335215,0.6045419973664785
noise_snr10,0.6826123337798707,0.31738766622012926
channel_8k,0.5980951726231742,0.40190482737682576
noise_snr10,0.7499876394367572,0.25001236056324283
channel_8k,0.5470352174218389,0.4529647825781611
noise_snr10,0.688931499323128,0.311068500676872
channel_8k,0.47752552747038074,0.5224744725296193
noise_snr10,0.7559208052813017,0.24407919471869832
channel_8k,0.4594094683130592,0.5405905316869408
noise_snr10,0.8242779678264284,0.17572203217357163
channel_8k,0.4967560118538257,0.5032439881461743
noise_snr10,0.777193002081433,0.22280699791856695
channel_8k,0.4983692715398974,0.5016307284601026
noise_snr10,0.6718172168198222,0.3281827831801778
channel_8k,0.553910315924281,0.44608968407571903
noise_snr10,0.7817968983906532,0.21820310160934675
channel_8k,0.4955863301770133,0.5044136698229866
noise_snr10,0.6826960187052865,0.3173039812947135
channel_8k,0.5466388409310116,0.45336115906898844
noise_snr10,0.7652027250543675,0.23479727494563252
channel_8k,0.4769516214063191,0.5230483785936809
noise_snr10,0.7645563266447222,0.23544367335527783
channel_8k,0.4725052667097313,0.5274947332902686
noise_snr10,0.6695130006492351,0.33048699935076487
channel_8k,0.46510785145018707,0.5348921485498129
noise_snr10,0.7951760686497487,0.20482393135025134
channel_8k,0.5084016575280436,0.49159834247195644
noise_snr10,0.6850922039187313,0.31490779608126873
channel_8k,0.3629467883706814,0.6370532116293186
noise_snr10,0.7254795628335388,0.27452043716646124
channel_8k,0.45441701282134583,0.5455829871786542
noise_snr10,0.7212345528004719,0.2787654471995281
channel_8k,0.4297409866835125,0.5702590133164875
noise_snr10,0.7576045173704368,0.24239548262956323
channel_8k,0.42736288477780854,0.5726371152221914
noise_snr10,0.825508635462002,0.17449136453799796
channel_8k,0.40882969580592915,0.5911703041940708
noise_snr10,0.6902978762677378,0.30970212373226225
channel_8k,0.6509386623936461,0.34906133760635394
noise_snr10,0.7387206920852617,0.2612793079147383
channel_8k,0.5398468917267752,0.46015310827322475
noise_snr10,0.6911013653309602,0.3088986346690398
channel_8k,0.4547614111723719,0.5452385888276281
noise_snr10,0.62364398809492,0.37635601190507995
channel_8k,0.4704604101818705,0.5295395898181294
noise_snr10,0.699985461386016,0.30001453861398397
channel_8k,0.5224172732097029,0.4775827267902971
noise_snr10,0.5861521900689591,0.41384780993104087
channel_8k,0.570740515246727,0.429259484753273
noise_snr10,0.7638913598094927,0.23610864019050726
channel_8k,0.4576367366825361,0.5423632633174639
noise_snr10,0.6719494199284919,0.3280505800715081
channel_8k,0.6730090702217624,0.3269909297782376
noise_snr10,0.6776900627608619,0.32230993723913814
channel_8k,0.5835649660622484,0.4164350339377516
noise_snr10,0.6822128227677156,0.31778717723228445
channel_8k,0.6223137316461255,0.37768626835387453
noise_snr10,0.6382977302617676,0.3617022697382324
channel_8k,0.41342085186478444,0.5865791481352156
noise_snr10,0.7412563930090789,0.25874360699092114
channel_8k,0.6262206149791616,0.3737793850208384
noise_snr10,0.5745688365800489,0.42543116341995113
channel_8k,0.4462849389133268,0.5537150610866732
noise_snr10,0.6577893821853779,0.34221061781462214
channel_8k,0.4700763178547788,0.5299236821452211
noise_snr10,0.6369018870620419,0.36309811293795813
channel_8k,0.3258854312426405,0.6741145687573595
noise_snr10,0.6602623396650769,0.33973766033492314
channel_8k,0.43786837842501725,0.5621316215749828
noise_snr10,0.6080781627789192,0.39192183722108076
channel_8k,0.3031294911589212,0.6968705088410788
noise_snr10,0.6972820328223438,0.3027179671776562
channel_8k,0.5418513412949509,0.45814865870504906
noise_snr10,0.531467106479509,0.468532893520491
channel_8k,0.4177426654049403,0.5822573345950597
noise_snr10,0.666867229639618,0.333132770360382
channel_8k,0.4659719698306826,0.5340280301693174
noise_snr10,0.6277162148000544,0.37228378519994565
channel_8k,0.45504113576750554,0.5449588642324945
noise_snr10,0.6593028241030777,0.3406971758969223
channel_8k,0.5833969653917689,0.4166030346082311
noise_snr10,0.7248841883700372,0.2751158116299628
channel_8k,0.45219492175157083,0.5478050782484292
noise_snr10,0.6990475584697295,0.30095244153027045
channel_8k,0.5321862365543962,0.46781376344560377
noise_snr10,0.650487514814962,0.34951248518503797
channel_8k,0.450078006058302,0.5499219939416979
noise_snr10,0.6666850182315011,0.33331498176849894
channel_8k,0.5344587511022509,0.46554124889774906
noise_snr10,0.6489155227619434,0.3510844772380566
channel_8k,0.4739840579318208,0.5260159420681791
noise_snr10,0.6697757576349992,0.3302242423650008
channel_8k,0.588732867834561,0.411267132165439
noise_snr10,0.6858394486173798,0.3141605513826202
channel_8k,0.4775583086870503,0.5224416913129497
noise_snr10,0.5760037841416956,0.4239962158583044
channel_8k,0.5612125936653705,0.43878740633462954
noise_snr10,0.6556625095403548,0.34433749045964523
channel_8k,0.5590396537952433,0.44096034620475666
noise_snr10,0.6155784068538596,0.38442159314614044
channel_8k,0.3642309488727531,0.6357690511272469
noise_snr10,0.6287399842295002,0.37126001577049983
channel_8k,0.2561465628845871,0.7438534371154129
noise_snr10,0.6246323523047019,0.37536764769529807
channel_8k,0.3219363657228971,0.6780636342771029
noise_snr10,0.7205683946417021,0.2794316053582979
channel_8k,0.4631995788507214,0.5368004211492786
noise_snr10,0.6465815241051687,0.35341847589483133
channel_8k,0.42817288208988374,0.5718271179101162
noise_snr10,0.7105437869628859,0.2894562130371141
channel_8k,0.3173566726896993,0.6826433273103008
noise_snr10,0.6787408522442687,0.3212591477557313
channel_8k,0.5594742575651438,0.4405257424348562
noise_snr10,0.5229907891301807,0.4770092108698193
channel_8k,0.4111346806381778,0.5888653193618222
noise_snr10,0.6388499672900892,0.36115003270991075
channel_8k,0.3873145839583514,0.6126854160416486
noise_snr10,0.6673264238457458,0.3326735761542542
channel_8k,0.25777584056570474,0.7422241594342953
noise_snr10,0.6685366563700534,0.33146334362994656
channel_8k,0.3639877917123302,0.6360122082876698
noise_snr10,0.6261155542704607,0.37388444572953927
channel_8k,0.4124684292554427,0.5875315707445573
noise_snr10,0.6610182851623189,0.33898171483768114
channel_8k,0.45879557024374285,0.5412044297562572
noise_snr10,0.5226113743972993,0.4773886256027007
channel_8k,0.41965546784362173,0.5803445321563783
noise_snr10,0.7062832992636399,0.29371670073636014
channel_8k,0.4244083421704826,0.5755916578295174
noise_snr10,0.7577155752704395,0.24228442472956047
channel_8k,0.43695994398893295,0.5630400560110671
noise_snr10,0.6970437695417083,0.3029562304582917
channel_8k,0.4765684841044879,0.5234315158955121
noise_snr10,0.5779677916169695,0.42203220838303046
channel_8k,0.4104108662585148,0.5895891337414851
noise_snr10,0.6676698658259779,0.33233013417402213
channel_8k,0.49873494588113143,0.5012650541188686
noise_snr10,0.7532415314690496,0.2467584685309504
channel_8k,0.3785447738463119,0.6214552261536881
noise_snr10,0.6152987785380347,0.3847012214619653
channel_8k,0.3612577498345826,0.6387422501654174
noise_snr10,0.6956289937074674,0.30437100629253255
channel_8k,0.43228399321286565,0.5677160067871343
noise_snr10,0.5084994091503241,0.4915005908496759
channel_8k,0.4663620226454412,0.5336379773545588
noise_snr10,0.7339876816783727,0.2660123183216273
channel_8k,0.442060793985993,0.5579392060140069
noise_snr10,0.7222078966399206,0.2777921033600794
channel_8k,0.4752595973172588,0.5247404026827411
noise_snr10,0.749974764832847,0.250025235167153
channel_8k,0.41602816761744355,0.5839718323825565
noise_snr10,0.793146530394472,0.20685346960552797
channel_8k,0.36178274757180656,0.6382172524281935
noise_snr10,0.7302952175004489,0.2697047824995511
channel_8k,0.3528534138680113,0.6471465861319887
noise_snr10,0.7485497519024725,0.2514502480975275
channel_8k,0.47537171365296016,0.5246282863470398
noise_snr10,0.6924001917978951,0.30759980820210486
channel_8k,0.4655790580444811,0.5344209419555189
noise_snr10,0.7756626528421284,0.22433734715787157
channel_8k,0.5279864616047485,0.4720135383952515
noise_snr10,0.6875400884264709,0.31245991157352915
channel_8k,0.4400226096033493,0.5599773903966507
noise_snr10,0.8096778794429583,0.19032212055704167
channel_8k,0.4522046969137989,0.5477953030862011
noise_snr10,0.7573744885732306,0.24262551142676936
channel_8k,0.44368709998940564,0.5563129000105944
noise_snr10,0.7599759025870086,0.24002409741299136
channel_8k,0.44720824791068753,0.5527917520893124
noise_snr10,0.8059479513635858,0.19405204863641423
channel_8k,0.3228453961512763,0.6771546038487237
noise_snr10,0.7358328469026435,0.2641671530973565
channel_8k,0.572744695940857,0.427255304059143
noise_snr10,0.7079491544500495,0.29205084554995053
channel_8k,0.4470114663245631,0.5529885336754369
noise_snr10,0.7407722840601991,0.2592277159398009
channel_8k,0.4724859250026951,0.5275140749973048
noise_snr10,0.7766681502080206,0.2233318497919794
channel_8k,0.45272108459746874,0.5472789154025313
noise_snr10,0.7629101513520014,0.23708984864799865
channel_8k,0.49548077060895507,0.504519229391045
noise_snr10,0.801152280902204,0.19884771909779597
channel_8k,0.38496800872165476,0.6150319912783453
noise_snr10,0.790451995574484,0.20954800442551602
channel_8k,0.3796486446830136,0.6203513553169864
noise_snr10,0.7443760254303501,0.2556239745696499
channel_8k,0.5177969593361047,0.4822030406638953
noise_snr10,0.7090530747231071,0.2909469252768929
channel_8k,0.5880290561541409,0.4119709438458591
noise_snr10,0.7940148631803043,0.20598513681969566
channel_8k,0.40537750315600285,0.5946224968439972
noise_snr10,0.7219904324346329,0.2780095675653671
channel_8k,0.43797200110509943,0.5620279988949006
noise_snr10,0.7651657245631348,0.2348342754368652
channel_8k,0.4290125625147603,0.5709874374852397
noise_snr10,0.8194490373979413,0.18055096260205872
channel_8k,0.45596086260457774,0.5440391373954223
noise_snr10,0.7162036228085144,0.28379637719148565
channel_8k,0.42216705853772885,0.5778329414622712
noise_snr10,0.7990750590525539,0.20092494094744606
channel_8k,0.5224813170637,0.47751868293629995
noise_snr10,0.7170230505899515,0.2829769494100485
channel_8k,0.406111856578445,0.593888143421555
noise_snr10,0.7704951549308012,0.22950484506919877
channel_8k,0.4566963541552675,0.5433036458447325
noise_snr10,0.7391817936401168,0.2608182063598832
channel_8k,0.4004683693218783,0.5995316306781218
noise_snr10,0.7686168474583323,0.23138315254166775
channel_8k,0.3562985026969332,0.6437014973030668
noise_snr10,0.767787971435459,0.23221202856454104
channel_8k,0.4769071875152253,0.5230928124847747
noise_snr10,0.7566043062843598,0.24339569371564018
channel_8k,0.35295086746124454,0.6470491325387555
noise_snr10,0.5553330127495874,0.44466698725041265
channel_8k,0.40499759447917283,0.5950024055208272
noise_snr10,0.7739770335047366,0.22602296649526343
channel_8k,0.3795836529920358,0.6204163470079642
noise_snr10,0.6871007648721883,0.3128992351278117
channel_8k,0.42016356287430606,0.5798364371256939
noise_snr10,0.7575323505942322,0.24246764940576782
channel_8k,0.4817146610725934,0.5182853389274066
noise_snr10,0.740380160557319,0.25961983944268097
channel_8k,0.47514765979549,0.52485234020451
noise_snr10,0.7589534897579088,0.24104651024209123
channel_8k,0.4113840419638879,0.5886159580361121
noise_snr10,0.6505793267995656,0.34942067320043435
channel_8k,0.39524405799442835,0.6047559420055717
noise_snr10,0.7845261486115754,0.21547385138842456
channel_8k,0.3820811769901166,0.6179188230098833
noise_snr10,0.7034037042849327,0.2965962957150673
channel_8k,0.4259049849835039,0.5740950150164961
noise_snr10,0.7382412479009433,0.26175875209905675
channel_8k,0.4598215152428309,0.5401784847571691
noise_snr10,0.7792120366383761,0.22078796336162387
channel_8k,0.4907800798678902,0.5092199201321098
noise_snr10,0.7747463372209948,0.22525366277900516
channel_8k,0.40556543659910027,0.5944345634008997
noise_snr10,0.7988268653141911,0.20117313468580889
channel_8k,0.5192452617219151,0.4807547382780849
noise_snr10,0.7142955589390452,0.28570444106095483
